/Users/snitil/Library/CloudStorage/OneDrive-McGillUniversity/McGill/U3/F2025/ECON302/innovationshowcase/src/sentiment_analysis.py:13: DeprecationWarning: 
Pyarrow will become a required dependency of pandas in the next major release of pandas (pandas 3.0),
2025-11-16 14:08:53,290 - INFO - fetching guardian page 2 for India (2013-01-01 to 2013-03-31)
2025-11-16 14:08:53,843 - INFO - fetched 9 relevant articles for India after filtering
2025-11-16 14:08:54,953 - INFO - fetching guardian page 1 for India (2013-04-01 to 2013-06-30)
2025-11-16 14:08:56,605 - INFO - fetching guardian page 2 for India (2013-04-01 to 2013-06-30)
2025-11-16 14:08:57,326 - INFO - fetched 12 relevant articles for India after filtering
2025-11-16 14:08:58,438 - INFO - fetching guardian page 1 for India (2013-07-01 to 2013-09-30)
2025-11-16 14:09:00,080 - INFO - fetching guardian page 2 for India (2013-07-01 to 2013-09-30)
2025-11-16 14:09:00,679 - INFO - fetched 7 relevant articles for India after filtering
2025-11-16 14:09:01,788 - INFO - fetching guardian page 1 for India (2013-10-01 to 2013-12-31)
2025-11-16 14:09:03,425 - INFO - fetching guardian page 2 for India (2013-10-01 to 2013-12-31)
2025-11-16 14:09:04,032 - INFO - fetched 10 relevant articles for India after filtering
2025-11-16 14:09:05,141 - INFO - ✓ completed India 2013 (204 articles)
2025-11-16 14:09:05,141 - INFO - using guardian api for India 2014
2025-11-16 14:09:05,141 - INFO - using guardian api key: ea1edef5...
2025-11-16 14:09:05,141 - INFO - fetching guardian page 1 for India (2014-01-01 to 2014-03-31)
2025-11-16 14:09:06,816 - INFO - fetching guardian page 2 for India (2014-01-01 to 2014-03-31)
2025-11-16 14:09:08,550 - INFO - fetching guardian page 3 for India (2014-01-01 to 2014-03-31)
2025-11-16 14:09:09,174 - INFO - fetched 19 relevant articles for India after filtering
2025-11-16 14:09:10,277 - INFO - fetching guardian page 1 for India (2014-04-01 to 2014-06-30)
2025-11-16 14:09:12,063 - INFO - fetching guardian page 2 for India (2014-04-01 to 2014-06-30)
2025-11-16 14:09:13,717 - INFO - fetching guardian page 3 for India (2014-04-01 to 2014-06-30)
2025-11-16 14:09:14,295 - INFO - fetched 7 relevant articles for India after filtering
2025-11-16 14:09:15,400 - INFO - fetching guardian page 1 for India (2014-07-01 to 2014-09-30)
2025-11-16 14:09:17,060 - INFO - fetching guardian page 2 for India (2014-07-01 to 2014-09-30)
2025-11-16 14:09:17,772 - INFO - fetched 6 relevant articles for India after filtering
2025-11-16 14:09:18,882 - INFO - fetching guardian page 1 for India (2014-10-01 to 2014-12-31)
2025-11-16 14:09:20,541 - INFO - fetching guardian page 2 for India (2014-10-01 to 2014-12-31)
2025-11-16 14:09:21,145 - INFO - fetched 7 relevant articles for India after filtering
2025-11-16 14:09:22,258 - INFO - ✓ completed India 2014 (213 articles)
2025-11-16 14:09:22,258 - INFO - using guardian api for India 2015
2025-11-16 14:09:22,259 - INFO - using guardian api key: ea1edef5...
2025-11-16 14:09:22,259 - INFO - fetching guardian page 1 for India (2015-01-01 to 2015-03-31)
2025-11-16 14:09:23,904 - INFO - fetching guardian page 2 for India (2015-01-01 to 2015-03-31)
2025-11-16 14:09:24,588 - INFO - fetched 14 relevant articles for India after filtering
2025-11-16 14:09:25,691 - INFO - fetching guardian page 1 for India (2015-04-01 to 2015-06-30)
2025-11-16 14:09:27,358 - INFO - fetching guardian page 2 for India (2015-04-01 to 2015-06-30)
2025-11-16 14:09:28,001 - INFO - fetched 10 relevant articles for India after filtering
2025-11-16 14:09:29,105 - INFO - fetching guardian page 1 for India (2015-07-01 to 2015-09-30)
2025-11-16 14:09:30,937 - INFO - fetching guardian page 2 for India (2015-07-01 to 2015-09-30)
2025-11-16 14:09:31,490 - INFO - fetched 6 relevant articles for India after filtering
2025-11-16 14:09:32,602 - INFO - fetching guardian page 1 for India (2015-10-01 to 2015-12-31)
2025-11-16 14:09:34,331 - INFO - fetching guardian page 2 for India (2015-10-01 to 2015-12-31)
2025-11-16 14:09:34,922 - INFO - fetched 12 relevant articles for India after filtering
2025-11-16 14:09:36,028 - INFO - ✓ completed India 2015 (327 articles)
2025-11-16 14:09:36,029 - INFO - using guardian api for India 2016
2025-11-16 14:09:36,029 - INFO - using guardian api key: ea1edef5...
2025-11-16 14:09:36,029 - INFO - fetching guardian page 1 for India (2016-01-01 to 2016-03-31)
2025-11-16 14:09:37,780 - INFO - fetching guardian page 2 for India (2016-01-01 to 2016-03-31)
2025-11-16 14:09:38,467 - INFO - fetched 9 relevant articles for India after filtering
2025-11-16 14:09:39,575 - INFO - fetching guardian page 1 for India (2016-04-01 to 2016-06-30)
2025-11-16 14:09:41,425 - INFO - fetching guardian page 2 for India (2016-04-01 to 2016-06-30)
2025-11-16 14:09:42,036 - INFO - fetched 10 relevant articles for India after filtering
2025-11-16 14:09:43,144 - INFO - fetching guardian page 1 for India (2016-07-01 to 2016-09-30)
2025-11-16 14:09:43,988 - INFO - fetched 4 relevant articles for India after filtering
2025-11-16 14:09:45,097 - INFO - fetching guardian page 1 for India (2016-10-01 to 2016-12-31)
2025-11-16 14:09:46,769 - INFO - fetching guardian page 2 for India (2016-10-01 to 2016-12-31)
2025-11-16 14:09:47,460 - INFO - fetched 9 relevant articles for India after filtering
2025-11-16 14:09:48,571 - INFO - ✓ completed India 2016 (270 articles)
2025-11-16 14:09:48,571 - INFO - using guardian api for Iraq 2010
2025-11-16 14:09:48,571 - INFO - using guardian api key: ea1edef5...
2025-11-16 14:09:48,571 - INFO - fetching guardian page 1 for Iraq (2010-01-01 to 2010-03-31)
2025-11-16 14:09:50,205 - INFO - fetching guardian page 2 for Iraq (2010-01-01 to 2010-03-31)
2025-11-16 14:09:50,805 - INFO - fetched 9 relevant articles for Iraq after filtering
2025-11-16 14:09:51,915 - INFO - fetching guardian page 1 for Iraq (2010-04-01 to 2010-06-30)
2025-11-16 14:09:53,527 - INFO - fetching guardian page 2 for Iraq (2010-04-01 to 2010-06-30)
2025-11-16 14:09:54,156 - INFO - fetched 6 relevant articles for Iraq after filtering
2025-11-16 14:09:55,266 - INFO - fetching guardian page 1 for Iraq (2010-07-01 to 2010-09-30)
2025-11-16 14:09:56,893 - INFO - fetching guardian page 2 for Iraq (2010-07-01 to 2010-09-30)
2025-11-16 14:09:57,467 - INFO - fetched 13 relevant articles for Iraq after filtering
2025-11-16 14:09:58,579 - INFO - fetching guardian page 1 for Iraq (2010-10-01 to 2010-12-31)
2025-11-16 14:10:00,322 - INFO - fetching guardian page 2 for Iraq (2010-10-01 to 2010-12-31)
2025-11-16 14:10:00,870 - INFO - fetched 5 relevant articles for Iraq after filtering
2025-11-16 14:10:01,976 - INFO - ✓ completed Iraq 2010 (192 articles)
2025-11-16 14:10:01,976 - INFO - using guardian api for Iraq 2011
2025-11-16 14:10:01,976 - INFO - using guardian api key: ea1edef5...
2025-11-16 14:10:01,976 - INFO - fetching guardian page 1 for Iraq (2011-01-01 to 2011-03-31)
2025-11-16 14:10:03,618 - INFO - fetching guardian page 2 for Iraq (2011-01-01 to 2011-03-31)
2025-11-16 14:10:04,190 - INFO - fetched 9 relevant articles for Iraq after filtering
2025-11-16 14:10:05,302 - INFO - fetching guardian page 1 for Iraq (2011-04-01 to 2011-06-30)
2025-11-16 14:10:05,880 - INFO - fetched 5 relevant articles for Iraq after filtering
2025-11-16 14:10:06,992 - INFO - fetching guardian page 1 for Iraq (2011-07-01 to 2011-09-30)
2025-11-16 14:10:08,688 - INFO - fetching guardian page 2 for Iraq (2011-07-01 to 2011-09-30)
2025-11-16 14:10:09,212 - INFO - fetched 20 relevant articles for Iraq after filtering
2025-11-16 14:10:10,320 - INFO - fetching guardian page 1 for Iraq (2011-10-01 to 2011-12-31)
2025-11-16 14:10:12,000 - INFO - fetching guardian page 2 for Iraq (2011-10-01 to 2011-12-31)
2025-11-16 14:10:12,565 - INFO - fetched 6 relevant articles for Iraq after filtering
2025-11-16 14:10:13,670 - INFO - ✓ completed Iraq 2011 (183 articles)
2025-11-16 14:10:13,670 - INFO - using guardian api for Iraq 2012
2025-11-16 14:10:13,671 - INFO - using guardian api key: ea1edef5...
2025-11-16 14:10:13,671 - INFO - fetching guardian page 1 for Iraq (2012-01-01 to 2012-03-31)
2025-11-16 14:10:14,246 - INFO - fetched 5 relevant articles for Iraq after filtering
2025-11-16 14:10:15,352 - INFO - fetching guardian page 1 for Iraq (2012-04-01 to 2012-06-30)
2025-11-16 14:10:15,967 - INFO - fetched 6 relevant articles for Iraq after filtering
2025-11-16 14:10:17,074 - INFO - fetching guardian page 1 for Iraq (2012-07-01 to 2012-09-30)
2025-11-16 14:10:17,633 - INFO - fetched 7 relevant articles for Iraq after filtering
2025-11-16 14:10:18,740 - INFO - fetching guardian page 1 for Iraq (2012-10-01 to 2012-12-31)
2025-11-16 14:10:20,414 - INFO - fetching guardian page 2 for Iraq (2012-10-01 to 2012-12-31)
2025-11-16 14:10:20,961 - INFO - fetched 8 relevant articles for Iraq after filtering
2025-11-16 14:10:22,066 - INFO - ✓ completed Iraq 2012 (160 articles)
2025-11-16 14:10:22,066 - INFO - using guardian api for Iraq 2013
2025-11-16 14:10:22,067 - INFO - using guardian api key: ea1edef5...
2025-11-16 14:10:22,067 - INFO - fetching guardian page 1 for Iraq (2013-01-01 to 2013-03-31)
2025-11-16 14:10:23,777 - INFO - fetching guardian page 2 for Iraq (2013-01-01 to 2013-03-31)
2025-11-16 14:10:24,438 - INFO - fetched 11 relevant articles for Iraq after filtering
2025-11-16 14:10:25,551 - INFO - fetching guardian page 1 for Iraq (2013-04-01 to 2013-06-30)
2025-11-16 14:10:27,217 - INFO - fetching guardian page 2 for Iraq (2013-04-01 to 2013-06-30)
2025-11-16 14:10:27,782 - INFO - fetched 8 relevant articles for Iraq after filtering
2025-11-16 14:10:28,892 - INFO - fetching guardian page 1 for Iraq (2013-07-01 to 2013-09-30)
2025-11-16 14:10:30,703 - INFO - fetching guardian page 2 for Iraq (2013-07-01 to 2013-09-30)
2025-11-16 14:10:31,226 - INFO - fetched 4 relevant articles for Iraq after filtering
2025-11-16 14:10:32,328 - INFO - fetching guardian page 1 for Iraq (2013-10-01 to 2013-12-31)
2025-11-16 14:10:32,986 - INFO - fetched 7 relevant articles for Iraq after filtering
2025-11-16 14:10:34,097 - INFO - ✓ completed Iraq 2013 (234 articles)
2025-11-16 14:10:34,097 - INFO - using guardian api for Iraq 2014
2025-11-16 14:10:34,097 - INFO - using guardian api key: ea1edef5...
2025-11-16 14:10:34,097 - INFO - fetching guardian page 1 for Iraq (2014-01-01 to 2014-03-31)
2025-11-16 14:10:34,639 - INFO - fetched 6 relevant articles for Iraq after filtering
2025-11-16 14:10:35,743 - INFO - fetching guardian page 1 for Iraq (2014-04-01 to 2014-06-30)
2025-11-16 14:10:37,536 - INFO - fetching guardian page 2 for Iraq (2014-04-01 to 2014-06-30)
2025-11-16 14:10:38,120 - INFO - fetched 18 relevant articles for Iraq after filtering
2025-11-16 14:10:39,224 - INFO - fetching guardian page 1 for Iraq (2014-07-01 to 2014-09-30)
2025-11-16 14:10:40,988 - INFO - fetching guardian page 2 for Iraq (2014-07-01 to 2014-09-30)
2025-11-16 14:10:41,704 - INFO - fetched 9 relevant articles for Iraq after filtering
2025-11-16 14:10:42,812 - INFO - fetching guardian page 1 for Iraq (2014-10-01 to 2014-12-31)
2025-11-16 14:10:44,600 - INFO - fetching guardian page 2 for Iraq (2014-10-01 to 2014-12-31)
2025-11-16 14:10:45,205 - INFO - fetched 6 relevant articles for Iraq after filtering
2025-11-16 14:10:46,319 - INFO - ✓ completed Iraq 2014 (252 articles)
2025-11-16 14:10:46,319 - INFO - using guardian api for Iraq 2015
2025-11-16 14:10:46,320 - INFO - using guardian api key: ea1edef5...
2025-11-16 14:10:46,320 - INFO - fetching guardian page 1 for Iraq (2015-01-01 to 2015-03-31)
2025-11-16 14:10:48,042 - INFO - fetching guardian page 2 for Iraq (2015-01-01 to 2015-03-31)
2025-11-16 14:10:48,744 - INFO - fetched 8 relevant articles for Iraq after filtering
2025-11-16 14:10:49,851 - INFO - fetching guardian page 1 for Iraq (2015-04-01 to 2015-06-30)
2025-11-16 14:10:51,673 - INFO - fetching guardian page 2 for Iraq (2015-04-01 to 2015-06-30)
2025-11-16 14:10:52,323 - INFO - fetched 4 relevant articles for Iraq after filtering
2025-11-16 14:10:53,434 - INFO - fetching guardian page 1 for Iraq (2015-07-01 to 2015-09-30)
2025-11-16 14:10:55,181 - INFO - fetching guardian page 2 for Iraq (2015-07-01 to 2015-09-30)
2025-11-16 14:10:55,814 - INFO - fetched 6 relevant articles for Iraq after filtering
2025-11-16 14:10:56,917 - INFO - fetching guardian page 1 for Iraq (2015-10-01 to 2015-12-31)
2025-11-16 14:10:58,635 - INFO - fetching guardian page 2 for Iraq (2015-10-01 to 2015-12-31)
2025-11-16 14:10:59,244 - INFO - fetched 4 relevant articles for Iraq after filtering
2025-11-16 14:11:00,347 - INFO - ✓ completed Iraq 2015 (349 articles)
2025-11-16 14:11:00,348 - INFO - using guardian api for Iraq 2016
2025-11-16 14:11:00,348 - INFO - using guardian api key: ea1edef5...
2025-11-16 14:11:00,348 - INFO - fetching guardian page 1 for Iraq (2016-01-01 to 2016-03-31)
2025-11-16 14:11:02,170 - INFO - fetching guardian page 2 for Iraq (2016-01-01 to 2016-03-31)
2025-11-16 14:11:02,814 - INFO - fetched 2 relevant articles for Iraq after filtering
2025-11-16 14:11:03,926 - INFO - fetching guardian page 1 for Iraq (2016-04-01 to 2016-06-30)
2025-11-16 14:11:05,644 - INFO - fetching guardian page 2 for Iraq (2016-04-01 to 2016-06-30)
2025-11-16 14:11:06,500 - INFO - fetched 6 relevant articles for Iraq after filtering
2025-11-16 14:11:07,604 - INFO - fetching guardian page 1 for Iraq (2016-07-01 to 2016-09-30)
2025-11-16 14:11:09,306 - INFO - fetching guardian page 2 for Iraq (2016-07-01 to 2016-09-30)
2025-11-16 14:11:10,113 - INFO - fetched 10 relevant articles for Iraq after filtering
2025-11-16 14:11:11,277 - INFO - fetching guardian page 1 for Iraq (2016-10-01 to 2016-12-31)
2025-11-16 14:11:13,178 - INFO - fetching guardian page 2 for Iraq (2016-10-01 to 2016-12-31)
2025-11-16 14:11:13,831 - INFO - fetched 8 relevant articles for Iraq after filtering
2025-11-16 14:11:14,941 - INFO - ✓ completed Iraq 2016 (296 articles)
2025-11-16 14:11:14,941 - INFO - using guardian api for Malaysia 2010
2025-11-16 14:11:14,941 - INFO - using guardian api key: ea1edef5...
2025-11-16 14:11:14,941 - INFO - fetching guardian page 1 for Malaysia (2010-01-01 to 2010-03-31)
2025-11-16 14:11:15,458 - INFO - fetched 1 relevant articles for Malaysia after filtering
2025-11-16 14:11:16,562 - INFO - fetching guardian page 1 for Malaysia (2010-04-01 to 2010-06-30)
2025-11-16 14:11:17,039 - INFO - fetched 0 relevant articles for Malaysia after filtering
2025-11-16 14:11:18,144 - INFO - fetching guardian page 1 for Malaysia (2010-07-01 to 2010-09-30)
2025-11-16 14:11:18,708 - INFO - fetched 1 relevant articles for Malaysia after filtering
2025-11-16 14:11:19,812 - INFO - fetching guardian page 1 for Malaysia (2010-10-01 to 2010-12-31)
2025-11-16 14:11:20,316 - INFO - fetched 2 relevant articles for Malaysia after filtering
2025-11-16 14:11:21,426 - INFO - ✓ completed Malaysia 2010 (196 articles)
2025-11-16 14:11:21,426 - INFO - using guardian api for Malaysia 2011
2025-11-16 14:11:21,426 - INFO - using guardian api key: ea1edef5...
2025-11-16 14:11:21,426 - INFO - fetching guardian page 1 for Malaysia (2011-01-01 to 2011-03-31)
2025-11-16 14:11:22,026 - INFO - fetched 0 relevant articles for Malaysia after filtering
2025-11-16 14:11:23,132 - INFO - fetching guardian page 1 for Malaysia (2011-04-01 to 2011-06-30)
2025-11-16 14:11:23,599 - INFO - fetched 1 relevant articles for Malaysia after filtering
2025-11-16 14:11:24,710 - INFO - fetching guardian page 1 for Malaysia (2011-07-01 to 2011-09-30)
2025-11-16 14:11:25,203 - INFO - fetched 3 relevant articles for Malaysia after filtering
2025-11-16 14:11:26,307 - INFO - fetching guardian page 1 for Malaysia (2011-10-01 to 2011-12-31)
2025-11-16 14:11:26,872 - INFO - fetched 2 relevant articles for Malaysia after filtering
2025-11-16 14:11:27,978 - INFO - ✓ completed Malaysia 2011 (189 articles)
2025-11-16 14:11:27,978 - INFO - using guardian api for Malaysia 2012
2025-11-16 14:11:27,978 - INFO - using guardian api key: ea1edef5...
2025-11-16 14:11:27,978 - INFO - fetching guardian page 1 for Malaysia (2012-01-01 to 2012-03-31)
2025-11-16 14:11:28,458 - INFO - fetched 0 relevant articles for Malaysia after filtering
2025-11-16 14:11:29,569 - INFO - fetching guardian page 1 for Malaysia (2012-04-01 to 2012-06-30)
2025-11-16 14:11:30,114 - INFO - fetched 0 relevant articles for Malaysia after filtering
2025-11-16 14:11:31,221 - INFO - fetching guardian page 1 for Malaysia (2012-07-01 to 2012-09-30)
2025-11-16 14:11:31,710 - INFO - fetched 1 relevant articles for Malaysia after filtering
2025-11-16 14:11:32,816 - INFO - fetching guardian page 1 for Malaysia (2012-10-01 to 2012-12-31)
2025-11-16 14:11:33,311 - INFO - fetched 2 relevant articles for Malaysia after filtering
2025-11-16 14:11:34,420 - INFO - ✓ completed Malaysia 2012 (163 articles)
2025-11-16 14:11:34,420 - INFO - using guardian api for Malaysia 2013
2025-11-16 14:11:34,421 - INFO - using guardian api key: ea1edef5...
2025-11-16 14:11:34,421 - INFO - fetching guardian page 1 for Malaysia (2013-01-01 to 2013-03-31)
2025-11-16 14:11:34,979 - INFO - fetched 1 relevant articles for Malaysia after filtering
2025-11-16 14:11:36,091 - INFO - fetching guardian page 1 for Malaysia (2013-04-01 to 2013-06-30)
2025-11-16 14:11:36,708 - INFO - fetched 4 relevant articles for Malaysia after filtering
2025-11-16 14:11:37,820 - INFO - fetching guardian page 1 for Malaysia (2013-07-01 to 2013-09-30)
2025-11-16 14:11:38,313 - INFO - fetched 1 relevant articles for Malaysia after filtering
2025-11-16 14:11:39,419 - INFO - fetching guardian page 1 for Malaysia (2013-10-01 to 2013-12-31)
2025-11-16 14:11:39,886 - INFO - fetched 0 relevant articles for Malaysia after filtering
2025-11-16 14:11:40,993 - INFO - ✓ completed Malaysia 2013 (240 articles)
2025-11-16 14:11:40,993 - INFO - using guardian api for Malaysia 2014
2025-11-16 14:11:40,994 - INFO - using guardian api key: ea1edef5...
2025-11-16 14:11:40,994 - INFO - fetching guardian page 1 for Malaysia (2014-01-01 to 2014-03-31)
2025-11-16 14:11:41,589 - INFO - fetched 3 relevant articles for Malaysia after filtering
2025-11-16 14:11:42,691 - INFO - fetching guardian page 1 for Malaysia (2014-04-01 to 2014-06-30)
2025-11-16 14:11:43,286 - INFO - fetched 1 relevant articles for Malaysia after filtering
2025-11-16 14:11:44,428 - INFO - fetching guardian page 1 for Malaysia (2014-07-01 to 2014-09-30)
2025-11-16 14:11:45,097 - INFO - fetched 2 relevant articles for Malaysia after filtering
2025-11-16 14:11:46,209 - INFO - fetching guardian page 1 for Malaysia (2014-10-01 to 2014-12-31)
2025-11-16 14:11:46,696 - INFO - fetched 1 relevant articles for Malaysia after filtering
2025-11-16 14:11:47,810 - INFO - ✓ completed Malaysia 2014 (259 articles)
2025-11-16 14:11:47,810 - INFO - using guardian api for Malaysia 2015
2025-11-16 14:11:47,811 - INFO - using guardian api key: ea1edef5...
2025-11-16 14:11:47,811 - INFO - fetching guardian page 1 for Malaysia (2015-01-01 to 2015-03-31)
2025-11-16 14:11:48,408 - INFO - fetched 2 relevant articles for Malaysia after filtering
2025-11-16 14:11:49,511 - INFO - fetching guardian page 1 for Malaysia (2015-04-01 to 2015-06-30)
2025-11-16 14:11:50,134 - INFO - fetched 1 relevant articles for Malaysia after filtering
2025-11-16 14:11:51,238 - INFO - fetching guardian page 1 for Malaysia (2015-07-01 to 2015-09-30)
2025-11-16 14:11:51,808 - INFO - fetched 11 relevant articles for Malaysia after filtering
2025-11-16 14:11:52,918 - INFO - fetching guardian page 1 for Malaysia (2015-10-01 to 2015-12-31)
2025-11-16 14:11:53,485 - INFO - fetched 5 relevant articles for Malaysia after filtering
2025-11-16 14:11:54,589 - INFO - ✓ completed Malaysia 2015 (368 articles)
2025-11-16 14:11:54,589 - INFO - using guardian api for Malaysia 2016
2025-11-16 14:11:54,589 - INFO - using guardian api key: ea1edef5...
2025-11-16 14:11:54,589 - INFO - fetching guardian page 1 for Malaysia (2016-01-01 to 2016-03-31)
2025-11-16 14:11:55,121 - INFO - fetched 3 relevant articles for Malaysia after filtering
2025-11-16 14:11:56,226 - INFO - fetching guardian page 1 for Malaysia (2016-04-01 to 2016-06-30)
2025-11-16 14:11:56,801 - INFO - fetched 4 relevant articles for Malaysia after filtering
2025-11-16 14:11:57,913 - INFO - fetching guardian page 1 for Malaysia (2016-07-01 to 2016-09-30)
2025-11-16 14:11:58,517 - INFO - fetched 3 relevant articles for Malaysia after filtering
2025-11-16 14:11:59,622 - INFO - fetching guardian page 1 for Malaysia (2016-10-01 to 2016-12-31)
2025-11-16 14:12:00,307 - INFO - fetched 3 relevant articles for Malaysia after filtering
2025-11-16 14:12:01,415 - INFO - ✓ completed Malaysia 2016 (309 articles)
2025-11-16 14:12:01,415 - INFO - using guardian api for Mozambique 2010
2025-11-16 14:12:01,415 - INFO - using guardian api key: ea1edef5...
2025-11-16 14:12:01,416 - INFO - fetching guardian page 1 for Mozambique (2010-01-01 to 2010-03-31)
2025-11-16 14:12:01,898 - INFO - fetched 1 relevant articles for Mozambique after filtering
2025-11-16 14:12:03,011 - INFO - fetching guardian page 1 for Mozambique (2010-04-01 to 2010-06-30)
2025-11-16 14:12:03,574 - INFO - fetched 0 relevant articles for Mozambique after filtering
2025-11-16 14:12:04,686 - INFO - fetching guardian page 1 for Mozambique (2010-07-01 to 2010-09-30)
2025-11-16 14:12:05,173 - INFO - fetched 0 relevant articles for Mozambique after filtering
2025-11-16 14:12:06,284 - INFO - fetching guardian page 1 for Mozambique (2010-10-01 to 2010-12-31)
2025-11-16 14:12:06,830 - INFO - fetched 2 relevant articles for Mozambique after filtering
2025-11-16 14:12:07,936 - INFO - ✓ completed Mozambique 2010 (199 articles)
2025-11-16 14:12:07,936 - INFO - using guardian api for Mozambique 2011
2025-11-16 14:12:07,937 - INFO - using guardian api key: ea1edef5...
2025-11-16 14:12:07,937 - INFO - fetching guardian page 1 for Mozambique (2011-01-01 to 2011-03-31)
2025-11-16 14:12:08,415 - INFO - fetched 0 relevant articles for Mozambique after filtering
2025-11-16 14:12:09,520 - INFO - fetching guardian page 1 for Mozambique (2011-04-01 to 2011-06-30)
2025-11-16 14:12:10,086 - INFO - fetched 1 relevant articles for Mozambique after filtering
2025-11-16 14:12:11,213 - INFO - fetching guardian page 1 for Mozambique (2011-07-01 to 2011-09-30)
2025-11-16 14:12:11,836 - INFO - fetched 0 relevant articles for Mozambique after filtering
2025-11-16 14:12:12,949 - INFO - fetching guardian page 1 for Mozambique (2011-10-01 to 2011-12-31)
2025-11-16 14:12:13,421 - INFO - fetched 1 relevant articles for Mozambique after filtering
2025-11-16 14:12:14,527 - INFO - ✓ completed Mozambique 2011 (191 articles)
2025-11-16 14:12:14,528 - INFO - using guardian api for Mozambique 2012
2025-11-16 14:12:14,528 - INFO - using guardian api key: ea1edef5...
2025-11-16 14:12:14,528 - INFO - fetching guardian page 1 for Mozambique (2012-01-01 to 2012-03-31)
2025-11-16 14:12:15,001 - INFO - fetched 0 relevant articles for Mozambique after filtering
2025-11-16 14:12:16,113 - INFO - fetching guardian page 1 for Mozambique (2012-04-01 to 2012-06-30)
2025-11-16 14:12:16,682 - INFO - fetched 0 relevant articles for Mozambique after filtering
2025-11-16 14:12:17,792 - INFO - fetching guardian page 1 for Mozambique (2012-07-01 to 2012-09-30)
2025-11-16 14:12:18,252 - INFO - fetched 1 relevant articles for Mozambique after filtering
2025-11-16 14:12:19,362 - INFO - fetching guardian page 1 for Mozambique (2012-10-01 to 2012-12-31)
2025-11-16 14:12:19,833 - INFO - fetched 1 relevant articles for Mozambique after filtering
2025-11-16 14:12:20,946 - INFO - ✓ completed Mozambique 2012 (165 articles)
2025-11-16 14:12:20,946 - INFO - using guardian api for Mozambique 2013
2025-11-16 14:12:20,947 - INFO - using guardian api key: ea1edef5...
2025-11-16 14:12:20,947 - INFO - fetching guardian page 1 for Mozambique (2013-01-01 to 2013-03-31)
2025-11-16 14:12:21,418 - INFO - fetched 1 relevant articles for Mozambique after filtering
2025-11-16 14:12:22,528 - INFO - fetching guardian page 1 for Mozambique (2013-04-01 to 2013-06-30)
2025-11-16 14:12:23,099 - INFO - fetched 0 relevant articles for Mozambique after filtering
2025-11-16 14:12:24,209 - INFO - fetching guardian page 1 for Mozambique (2013-07-01 to 2013-09-30)
2025-11-16 14:12:24,745 - INFO - fetched 0 relevant articles for Mozambique after filtering
2025-11-16 14:12:25,851 - INFO - fetching guardian page 1 for Mozambique (2013-10-01 to 2013-12-31)
2025-11-16 14:12:26,357 - INFO - fetched 0 relevant articles for Mozambique after filtering
2025-11-16 14:12:27,465 - INFO - ✓ completed Mozambique 2013 (241 articles)
2025-11-16 14:12:27,465 - INFO - using guardian api for Mozambique 2014
2025-11-16 14:12:27,465 - INFO - using guardian api key: ea1edef5...
2025-11-16 14:12:27,465 - INFO - fetching guardian page 1 for Mozambique (2014-01-01 to 2014-03-31)
2025-11-16 14:12:28,088 - INFO - fetched 0 relevant articles for Mozambique after filtering
2025-11-16 14:12:29,195 - INFO - fetching guardian page 1 for Mozambique (2014-04-01 to 2014-06-30)
2025-11-16 14:12:29,661 - INFO - fetched 1 relevant articles for Mozambique after filtering
2025-11-16 14:12:30,766 - INFO - fetching guardian page 1 for Mozambique (2014-07-01 to 2014-09-30)
2025-11-16 14:12:31,240 - INFO - fetched 0 relevant articles for Mozambique after filtering
2025-11-16 14:12:32,345 - INFO - fetching guardian page 1 for Mozambique (2014-10-01 to 2014-12-31)
2025-11-16 14:12:32,822 - INFO - fetched 1 relevant articles for Mozambique after filtering
2025-11-16 14:12:33,934 - INFO - ✓ completed Mozambique 2014 (261 articles)
2025-11-16 14:12:33,934 - INFO - using guardian api for Mozambique 2015
2025-11-16 14:12:33,934 - INFO - using guardian api key: ea1edef5...
2025-11-16 14:12:33,934 - INFO - fetching guardian page 1 for Mozambique (2015-01-01 to 2015-03-31)
2025-11-16 14:12:34,379 - INFO - fetched 3 relevant articles for Mozambique after filtering
2025-11-16 14:12:35,491 - INFO - fetching guardian page 1 for Mozambique (2015-04-01 to 2015-06-30)
2025-11-16 14:12:35,972 - INFO - fetched 1 relevant articles for Mozambique after filtering
2025-11-16 14:12:37,079 - INFO - fetching guardian page 1 for Mozambique (2015-07-01 to 2015-09-30)
2025-11-16 14:12:37,559 - INFO - fetched 0 relevant articles for Mozambique after filtering
2025-11-16 14:12:38,666 - INFO - fetching guardian page 1 for Mozambique (2015-10-01 to 2015-12-31)
2025-11-16 14:12:39,110 - INFO - fetched 0 relevant articles for Mozambique after filtering
2025-11-16 14:12:40,220 - INFO - ✓ completed Mozambique 2015 (372 articles)
2025-11-16 14:12:40,221 - INFO - using guardian api for Mozambique 2016
2025-11-16 14:12:40,221 - INFO - using guardian api key: ea1edef5...
2025-11-16 14:12:40,221 - INFO - fetching guardian page 1 for Mozambique (2016-01-01 to 2016-03-31)
2025-11-16 14:12:40,699 - INFO - fetched 0 relevant articles for Mozambique after filtering
2025-11-16 14:12:41,811 - INFO - fetching guardian page 1 for Mozambique (2016-04-01 to 2016-06-30)
2025-11-16 14:12:42,372 - INFO - fetched 0 relevant articles for Mozambique after filtering
