/Users/snitil/Library/CloudStorage/OneDrive-McGillUniversity/McGill/U3/F2025/ECON302/innovationshowcase/src/sentiment_analysis.py:13: DeprecationWarning: 
Pyarrow will become a required dependency of pandas in the next major release of pandas (pandas 3.0),
2025-11-16 13:21:42,022 - INFO - fetching guardian page 2 for Australia (2016-01-01 to 2016-03-31)
2025-11-16 13:21:43,843 - INFO - fetching guardian page 3 for Australia (2016-01-01 to 2016-03-31)
2025-11-16 13:21:44,551 - INFO - fetched 18 relevant articles for Australia after filtering
2025-11-16 13:21:45,657 - INFO - fetching guardian page 1 for Australia (2016-04-01 to 2016-06-30)
2025-11-16 13:21:47,328 - INFO - fetching guardian page 2 for Australia (2016-04-01 to 2016-06-30)
2025-11-16 13:21:49,011 - INFO - fetching guardian page 3 for Australia (2016-04-01 to 2016-06-30)
2025-11-16 13:21:51,025 - INFO - fetching guardian page 4 for Australia (2016-04-01 to 2016-06-30)
2025-11-16 13:21:51,792 - INFO - fetched 26 relevant articles for Australia after filtering
2025-11-16 13:21:52,899 - INFO - fetching guardian page 1 for Australia (2016-07-01 to 2016-09-30)
2025-11-16 13:21:54,590 - INFO - fetching guardian page 2 for Australia (2016-07-01 to 2016-09-30)
2025-11-16 13:21:56,365 - INFO - fetching guardian page 3 for Australia (2016-07-01 to 2016-09-30)
2025-11-16 13:21:57,149 - INFO - fetched 14 relevant articles for Australia after filtering
2025-11-16 13:21:58,257 - INFO - fetching guardian page 1 for Australia (2016-10-01 to 2016-12-31)
2025-11-16 13:22:00,031 - INFO - fetching guardian page 2 for Australia (2016-10-01 to 2016-12-31)
2025-11-16 13:22:01,768 - INFO - fetching guardian page 3 for Australia (2016-10-01 to 2016-12-31)
2025-11-16 13:22:02,603 - INFO - fetched 16 relevant articles for Australia after filtering
2025-11-16 13:22:03,710 - INFO - ✓ completed Australia 2016 (81 articles)
2025-11-16 13:22:03,710 - INFO - using guardian api for Brazil 2010
2025-11-16 13:22:03,711 - INFO - using guardian api key: 93c1ada7...
2025-11-16 13:22:03,711 - INFO - fetching guardian page 1 for Brazil (2010-01-01 to 2010-03-31)
2025-11-16 13:22:04,206 - INFO - fetched 2 relevant articles for Brazil after filtering
2025-11-16 13:22:05,314 - INFO - fetching guardian page 1 for Brazil (2010-04-01 to 2010-06-30)
2025-11-16 13:22:05,920 - INFO - fetched 3 relevant articles for Brazil after filtering
2025-11-16 13:22:07,025 - INFO - fetching guardian page 1 for Brazil (2010-07-01 to 2010-09-30)
2025-11-16 13:22:07,622 - INFO - fetched 1 relevant articles for Brazil after filtering
2025-11-16 13:22:08,736 - INFO - fetching guardian page 1 for Brazil (2010-10-01 to 2010-12-31)
2025-11-16 13:22:09,387 - INFO - fetched 3 relevant articles for Brazil after filtering
2025-11-16 13:22:10,495 - INFO - ✓ completed Brazil 2010 (69 articles)
2025-11-16 13:22:10,496 - INFO - using guardian api for Brazil 2011
2025-11-16 13:22:10,497 - INFO - using guardian api key: 93c1ada7...
2025-11-16 13:22:10,497 - INFO - fetching guardian page 1 for Brazil (2011-01-01 to 2011-03-31)
2025-11-16 13:22:11,050 - INFO - fetched 2 relevant articles for Brazil after filtering
2025-11-16 13:22:12,158 - INFO - fetching guardian page 1 for Brazil (2011-04-01 to 2011-06-30)
2025-11-16 13:22:12,749 - INFO - fetched 10 relevant articles for Brazil after filtering
2025-11-16 13:22:13,855 - INFO - fetching guardian page 1 for Brazil (2011-07-01 to 2011-09-30)
2025-11-16 13:22:14,491 - INFO - fetched 4 relevant articles for Brazil after filtering
2025-11-16 13:22:15,598 - INFO - fetching guardian page 1 for Brazil (2011-10-01 to 2011-12-31)
2025-11-16 13:22:16,351 - INFO - fetched 6 relevant articles for Brazil after filtering
2025-11-16 13:22:17,459 - INFO - ✓ completed Brazil 2011 (56 articles)
2025-11-16 13:22:17,459 - INFO - using guardian api for Brazil 2012
2025-11-16 13:22:17,460 - INFO - using guardian api key: 93c1ada7...
2025-11-16 13:22:17,460 - INFO - fetching guardian page 1 for Brazil (2012-01-01 to 2012-03-31)
2025-11-16 13:22:18,109 - INFO - fetched 6 relevant articles for Brazil after filtering
2025-11-16 13:22:19,219 - INFO - fetching guardian page 1 for Brazil (2012-04-01 to 2012-06-30)
2025-11-16 13:22:19,756 - INFO - fetched 8 relevant articles for Brazil after filtering
2025-11-16 13:22:20,867 - INFO - fetching guardian page 1 for Brazil (2012-07-01 to 2012-09-30)
2025-11-16 13:22:21,397 - INFO - fetched 5 relevant articles for Brazil after filtering
2025-11-16 13:22:22,502 - INFO - fetching guardian page 1 for Brazil (2012-10-01 to 2012-12-31)
2025-11-16 13:22:23,123 - INFO - fetched 2 relevant articles for Brazil after filtering
2025-11-16 13:22:24,228 - INFO - ✓ completed Brazil 2012 (46 articles)
2025-11-16 13:22:24,228 - INFO - using guardian api for Brazil 2013
2025-11-16 13:22:24,228 - INFO - using guardian api key: 93c1ada7...
2025-11-16 13:22:24,228 - INFO - fetching guardian page 1 for Brazil (2013-01-01 to 2013-03-31)
2025-11-16 13:22:24,922 - INFO - fetched 7 relevant articles for Brazil after filtering
2025-11-16 13:22:26,031 - INFO - fetching guardian page 1 for Brazil (2013-04-01 to 2013-06-30)
2025-11-16 13:22:27,768 - INFO - fetching guardian page 2 for Brazil (2013-04-01 to 2013-06-30)
2025-11-16 13:22:28,365 - INFO - fetched 7 relevant articles for Brazil after filtering
2025-11-16 13:22:29,472 - INFO - fetching guardian page 1 for Brazil (2013-07-01 to 2013-09-30)
2025-11-16 13:22:31,167 - INFO - fetching guardian page 2 for Brazil (2013-07-01 to 2013-09-30)
2025-11-16 13:22:31,740 - INFO - fetched 7 relevant articles for Brazil after filtering
2025-11-16 13:22:32,847 - INFO - fetching guardian page 1 for Brazil (2013-10-01 to 2013-12-31)
2025-11-16 13:22:34,487 - INFO - fetching guardian page 2 for Brazil (2013-10-01 to 2013-12-31)
2025-11-16 13:22:35,137 - INFO - fetched 6 relevant articles for Brazil after filtering
2025-11-16 13:22:36,246 - INFO - ✓ completed Brazil 2013 (80 articles)
2025-11-16 13:22:36,246 - INFO - using guardian api for Brazil 2014
2025-11-16 13:22:36,246 - INFO - using guardian api key: 93c1ada7...
2025-11-16 13:22:36,246 - INFO - fetching guardian page 1 for Brazil (2014-01-01 to 2014-03-31)
2025-11-16 13:22:38,082 - INFO - fetching guardian page 2 for Brazil (2014-01-01 to 2014-03-31)
2025-11-16 13:22:38,597 - INFO - fetched 4 relevant articles for Brazil after filtering
2025-11-16 13:22:39,703 - INFO - fetching guardian page 1 for Brazil (2014-04-01 to 2014-06-30)
2025-11-16 13:22:41,415 - INFO - fetching guardian page 2 for Brazil (2014-04-01 to 2014-06-30)
2025-11-16 13:22:43,150 - INFO - fetching guardian page 3 for Brazil (2014-04-01 to 2014-06-30)
2025-11-16 13:22:43,799 - INFO - fetched 19 relevant articles for Brazil after filtering
2025-11-16 13:22:44,904 - INFO - fetching guardian page 1 for Brazil (2014-07-01 to 2014-09-30)
2025-11-16 13:22:46,558 - INFO - fetching guardian page 2 for Brazil (2014-07-01 to 2014-09-30)
2025-11-16 13:22:47,118 - INFO - fetched 2 relevant articles for Brazil after filtering
2025-11-16 13:22:48,221 - INFO - fetching guardian page 1 for Brazil (2014-10-01 to 2014-12-31)
2025-11-16 13:22:49,930 - INFO - fetching guardian page 2 for Brazil (2014-10-01 to 2014-12-31)
2025-11-16 13:22:50,496 - INFO - fetched 8 relevant articles for Brazil after filtering
2025-11-16 13:22:51,604 - INFO - ✓ completed Brazil 2014 (106 articles)
2025-11-16 13:22:51,604 - INFO - using guardian api for Brazil 2015
2025-11-16 13:22:51,604 - INFO - using guardian api key: 93c1ada7...
2025-11-16 13:22:51,604 - INFO - fetching guardian page 1 for Brazil (2015-01-01 to 2015-03-31)
2025-11-16 13:22:53,295 - INFO - fetching guardian page 2 for Brazil (2015-01-01 to 2015-03-31)
2025-11-16 13:22:53,790 - INFO - fetched 13 relevant articles for Brazil after filtering
2025-11-16 13:22:54,897 - INFO - fetching guardian page 1 for Brazil (2015-04-01 to 2015-06-30)
2025-11-16 13:22:56,697 - INFO - fetching guardian page 2 for Brazil (2015-04-01 to 2015-06-30)
2025-11-16 13:22:57,432 - INFO - fetched 22 relevant articles for Brazil after filtering
2025-11-16 13:22:58,540 - INFO - fetching guardian page 1 for Brazil (2015-07-01 to 2015-09-30)
2025-11-16 13:23:00,212 - INFO - fetching guardian page 2 for Brazil (2015-07-01 to 2015-09-30)
2025-11-16 13:23:00,726 - INFO - fetched 17 relevant articles for Brazil after filtering
2025-11-16 13:23:01,832 - INFO - fetching guardian page 1 for Brazil (2015-10-01 to 2015-12-31)
2025-11-16 13:23:03,546 - INFO - fetching guardian page 2 for Brazil (2015-10-01 to 2015-12-31)
2025-11-16 13:23:04,247 - INFO - fetched 17 relevant articles for Brazil after filtering
2025-11-16 13:23:05,351 - INFO - ✓ completed Brazil 2015 (170 articles)
2025-11-16 13:23:05,351 - INFO - using guardian api for Brazil 2016
2025-11-16 13:23:05,352 - INFO - using guardian api key: 93c1ada7...
2025-11-16 13:23:05,352 - INFO - fetching guardian page 1 for Brazil (2016-01-01 to 2016-03-31)
2025-11-16 13:23:07,001 - INFO - fetching guardian page 2 for Brazil (2016-01-01 to 2016-03-31)
2025-11-16 13:23:07,593 - INFO - fetched 28 relevant articles for Brazil after filtering
2025-11-16 13:23:08,700 - INFO - fetching guardian page 1 for Brazil (2016-04-01 to 2016-06-30)
2025-11-16 13:23:10,588 - INFO - fetching guardian page 2 for Brazil (2016-04-01 to 2016-06-30)
2025-11-16 13:23:11,141 - INFO - fetched 15 relevant articles for Brazil after filtering
2025-11-16 13:23:12,245 - INFO - fetching guardian page 1 for Brazil (2016-07-01 to 2016-09-30)
2025-11-16 13:23:13,978 - INFO - fetching guardian page 2 for Brazil (2016-07-01 to 2016-09-30)
2025-11-16 13:23:14,741 - INFO - fetched 18 relevant articles for Brazil after filtering
2025-11-16 13:23:15,848 - INFO - fetching guardian page 1 for Brazil (2016-10-01 to 2016-12-31)
2025-11-16 13:23:16,431 - INFO - fetched 13 relevant articles for Brazil after filtering
2025-11-16 13:23:17,537 - INFO - ✓ completed Brazil 2016 (155 articles)
2025-11-16 13:23:17,537 - INFO - using guardian api for Canada 2010
2025-11-16 13:23:17,538 - INFO - using guardian api key: 93c1ada7...
2025-11-16 13:23:17,538 - INFO - fetching guardian page 1 for Canada (2010-01-01 to 2010-03-31)
2025-11-16 13:23:18,116 - INFO - fetched 6 relevant articles for Canada after filtering
2025-11-16 13:23:19,224 - INFO - fetching guardian page 1 for Canada (2010-04-01 to 2010-06-30)
2025-11-16 13:23:19,842 - INFO - fetched 4 relevant articles for Canada after filtering
2025-11-16 13:23:20,951 - INFO - fetching guardian page 1 for Canada (2010-07-01 to 2010-09-30)
2025-11-16 13:23:21,544 - INFO - fetched 2 relevant articles for Canada after filtering
2025-11-16 13:23:22,650 - INFO - fetching guardian page 1 for Canada (2010-10-01 to 2010-12-31)
2025-11-16 13:23:23,188 - INFO - fetched 3 relevant articles for Canada after filtering
2025-11-16 13:23:24,295 - INFO - ✓ completed Canada 2010 (84 articles)
2025-11-16 13:23:24,295 - INFO - using guardian api for Canada 2011
2025-11-16 13:23:24,295 - INFO - using guardian api key: 93c1ada7...
2025-11-16 13:23:24,295 - INFO - fetching guardian page 1 for Canada (2011-01-01 to 2011-03-31)
2025-11-16 13:23:24,840 - INFO - fetched 3 relevant articles for Canada after filtering
2025-11-16 13:23:25,947 - INFO - fetching guardian page 1 for Canada (2011-04-01 to 2011-06-30)
2025-11-16 13:23:26,525 - INFO - fetched 2 relevant articles for Canada after filtering
2025-11-16 13:23:27,633 - INFO - fetching guardian page 1 for Canada (2011-07-01 to 2011-09-30)
2025-11-16 13:23:28,208 - INFO - fetched 1 relevant articles for Canada after filtering
2025-11-16 13:23:29,314 - INFO - fetching guardian page 1 for Canada (2011-10-01 to 2011-12-31)
2025-11-16 13:23:29,932 - INFO - fetched 3 relevant articles for Canada after filtering
2025-11-16 13:23:31,041 - INFO - ✓ completed Canada 2011 (65 articles)
2025-11-16 13:23:31,041 - INFO - using guardian api for Canada 2012
2025-11-16 13:23:31,041 - INFO - using guardian api key: 93c1ada7...
2025-11-16 13:23:31,041 - INFO - fetching guardian page 1 for Canada (2012-01-01 to 2012-03-31)
2025-11-16 13:23:31,536 - INFO - fetched 1 relevant articles for Canada after filtering
2025-11-16 13:23:32,640 - INFO - fetching guardian page 1 for Canada (2012-04-01 to 2012-06-30)
2025-11-16 13:23:33,242 - INFO - fetched 6 relevant articles for Canada after filtering
2025-11-16 13:23:34,350 - INFO - fetching guardian page 1 for Canada (2012-07-01 to 2012-09-30)
2025-11-16 13:23:34,918 - INFO - fetched 4 relevant articles for Canada after filtering
2025-11-16 13:23:36,022 - INFO - fetching guardian page 1 for Canada (2012-10-01 to 2012-12-31)
2025-11-16 13:23:36,749 - INFO - fetched 4 relevant articles for Canada after filtering
2025-11-16 13:23:37,856 - INFO - ✓ completed Canada 2012 (61 articles)
2025-11-16 13:23:37,856 - INFO - using guardian api for Canada 2013
2025-11-16 13:23:37,857 - INFO - using guardian api key: 93c1ada7...
2025-11-16 13:23:37,857 - INFO - fetching guardian page 1 for Canada (2013-01-01 to 2013-03-31)
2025-11-16 13:23:38,412 - INFO - fetched 4 relevant articles for Canada after filtering
2025-11-16 13:23:39,517 - INFO - fetching guardian page 1 for Canada (2013-04-01 to 2013-06-30)
2025-11-16 13:23:41,220 - INFO - fetching guardian page 2 for Canada (2013-04-01 to 2013-06-30)
2025-11-16 13:23:41,746 - INFO - fetched 5 relevant articles for Canada after filtering
2025-11-16 13:23:42,854 - INFO - fetching guardian page 1 for Canada (2013-07-01 to 2013-09-30)
2025-11-16 13:23:43,567 - INFO - fetched 6 relevant articles for Canada after filtering
2025-11-16 13:23:44,672 - INFO - fetching guardian page 1 for Canada (2013-10-01 to 2013-12-31)
2025-11-16 13:23:45,274 - INFO - fetched 6 relevant articles for Canada after filtering
2025-11-16 13:23:46,382 - INFO - ✓ completed Canada 2013 (101 articles)
2025-11-16 13:23:46,382 - INFO - using guardian api for Canada 2014
2025-11-16 13:23:46,382 - INFO - using guardian api key: 93c1ada7...
2025-11-16 13:23:46,382 - INFO - fetching guardian page 1 for Canada (2014-01-01 to 2014-03-31)
2025-11-16 13:23:47,067 - INFO - fetched 4 relevant articles for Canada after filtering
2025-11-16 13:23:48,173 - INFO - fetching guardian page 1 for Canada (2014-04-01 to 2014-06-30)
2025-11-16 13:23:48,717 - INFO - fetched 2 relevant articles for Canada after filtering
2025-11-16 13:23:49,822 - INFO - fetching guardian page 1 for Canada (2014-07-01 to 2014-09-30)
2025-11-16 13:23:50,387 - INFO - fetched 5 relevant articles for Canada after filtering
2025-11-16 13:23:51,494 - INFO - fetching guardian page 1 for Canada (2014-10-01 to 2014-12-31)
2025-11-16 13:23:52,049 - INFO - fetched 3 relevant articles for Canada after filtering
2025-11-16 13:23:53,157 - INFO - ✓ completed Canada 2014 (120 articles)
2025-11-16 13:23:53,157 - INFO - using guardian api for Canada 2015
2025-11-16 13:23:53,157 - INFO - using guardian api key: 93c1ada7...
2025-11-16 13:23:53,157 - INFO - fetching guardian page 1 for Canada (2015-01-01 to 2015-03-31)
2025-11-16 13:23:53,684 - INFO - fetched 3 relevant articles for Canada after filtering
2025-11-16 13:23:54,789 - INFO - fetching guardian page 1 for Canada (2015-04-01 to 2015-06-30)
2025-11-16 13:23:56,585 - INFO - fetching guardian page 2 for Canada (2015-04-01 to 2015-06-30)
2025-11-16 13:23:57,199 - INFO - fetched 8 relevant articles for Canada after filtering
2025-11-16 13:23:58,306 - INFO - fetching guardian page 1 for Canada (2015-07-01 to 2015-09-30)
2025-11-16 13:23:58,886 - INFO - fetched 8 relevant articles for Canada after filtering
2025-11-16 13:23:59,992 - INFO - fetching guardian page 1 for Canada (2015-10-01 to 2015-12-31)
2025-11-16 13:24:00,596 - INFO - fetched 7 relevant articles for Canada after filtering
2025-11-16 13:24:01,703 - INFO - ✓ completed Canada 2015 (196 articles)
2025-11-16 13:24:01,704 - INFO - using guardian api for Canada 2016
2025-11-16 13:24:01,704 - INFO - using guardian api key: 93c1ada7...
2025-11-16 13:24:01,704 - INFO - fetching guardian page 1 for Canada (2016-01-01 to 2016-03-31)
2025-11-16 13:24:02,487 - INFO - fetched 4 relevant articles for Canada after filtering
2025-11-16 13:24:03,592 - INFO - fetching guardian page 1 for Canada (2016-04-01 to 2016-06-30)
2025-11-16 13:24:04,416 - INFO - fetched 4 relevant articles for Canada after filtering
2025-11-16 13:24:05,521 - INFO - fetching guardian page 1 for Canada (2016-07-01 to 2016-09-30)
2025-11-16 13:24:07,456 - INFO - fetching guardian page 2 for Canada (2016-07-01 to 2016-09-30)
2025-11-16 13:24:07,995 - INFO - fetched 6 relevant articles for Canada after filtering
2025-11-16 13:24:09,102 - INFO - fetching guardian page 1 for Canada (2016-10-01 to 2016-12-31)
2025-11-16 13:24:09,899 - INFO - fetched 6 relevant articles for Canada after filtering
2025-11-16 13:24:11,008 - INFO - ✓ completed Canada 2016 (175 articles)
2025-11-16 13:24:11,008 - INFO - using guardian api for Denmark 2010
2025-11-16 13:24:11,009 - INFO - using guardian api key: 93c1ada7...
2025-11-16 13:24:11,009 - INFO - fetching guardian page 1 for Denmark (2010-01-01 to 2010-03-31)
2025-11-16 13:24:11,482 - INFO - fetched 0 relevant articles for Denmark after filtering
2025-11-16 13:24:12,585 - INFO - fetching guardian page 1 for Denmark (2010-04-01 to 2010-06-30)
2025-11-16 13:24:13,079 - INFO - fetched 1 relevant articles for Denmark after filtering
2025-11-16 13:24:14,183 - INFO - fetching guardian page 1 for Denmark (2010-07-01 to 2010-09-30)
2025-11-16 13:24:14,750 - INFO - fetched 0 relevant articles for Denmark after filtering
2025-11-16 13:24:15,858 - INFO - fetching guardian page 1 for Denmark (2010-10-01 to 2010-12-31)
2025-11-16 13:24:16,433 - INFO - fetched 1 relevant articles for Denmark after filtering
2025-11-16 13:24:17,536 - INFO - ✓ completed Denmark 2010 (86 articles)
2025-11-16 13:24:17,537 - INFO - using guardian api for Denmark 2011
2025-11-16 13:24:17,537 - INFO - using guardian api key: 93c1ada7...
2025-11-16 13:24:17,537 - INFO - fetching guardian page 1 for Denmark (2011-01-01 to 2011-03-31)
2025-11-16 13:24:18,013 - INFO - fetched 0 relevant articles for Denmark after filtering
2025-11-16 13:24:19,117 - INFO - fetching guardian page 1 for Denmark (2011-04-01 to 2011-06-30)
2025-11-16 13:24:19,740 - INFO - fetched 0 relevant articles for Denmark after filtering
2025-11-16 13:24:20,847 - INFO - fetching guardian page 1 for Denmark (2011-07-01 to 2011-09-30)
2025-11-16 13:24:21,322 - INFO - fetched 0 relevant articles for Denmark after filtering
2025-11-16 13:24:22,430 - INFO - fetching guardian page 1 for Denmark (2011-10-01 to 2011-12-31)
2025-11-16 13:24:22,910 - INFO - fetched 0 relevant articles for Denmark after filtering
2025-11-16 13:24:24,018 - INFO - ✓ completed Denmark 2011 (65 articles)
2025-11-16 13:24:24,018 - INFO - using guardian api for Denmark 2012
2025-11-16 13:24:24,018 - INFO - using guardian api key: 93c1ada7...
2025-11-16 13:24:24,018 - INFO - fetching guardian page 1 for Denmark (2012-01-01 to 2012-03-31)
2025-11-16 13:24:24,614 - INFO - fetched 0 relevant articles for Denmark after filtering
2025-11-16 13:24:25,718 - INFO - fetching guardian page 1 for Denmark (2012-04-01 to 2012-06-30)
2025-11-16 13:24:26,289 - INFO - fetched 1 relevant articles for Denmark after filtering
2025-11-16 13:24:27,395 - INFO - fetching guardian page 1 for Denmark (2012-07-01 to 2012-09-30)
2025-11-16 13:24:27,965 - INFO - fetched 0 relevant articles for Denmark after filtering
2025-11-16 13:24:29,067 - INFO - fetching guardian page 1 for Denmark (2012-10-01 to 2012-12-31)
2025-11-16 13:24:29,702 - INFO - fetched 5 relevant articles for Denmark after filtering
2025-11-16 13:24:30,807 - INFO - ✓ completed Denmark 2012 (67 articles)
2025-11-16 13:24:30,807 - INFO - using guardian api for Denmark 2013
2025-11-16 13:24:30,807 - INFO - using guardian api key: 93c1ada7...
2025-11-16 13:24:30,808 - INFO - fetching guardian page 1 for Denmark (2013-01-01 to 2013-03-31)
2025-11-16 13:24:31,317 - INFO - fetched 2 relevant articles for Denmark after filtering
2025-11-16 13:24:32,426 - INFO - fetching guardian page 1 for Denmark (2013-04-01 to 2013-06-30)
2025-11-16 13:24:33,016 - INFO - fetched 3 relevant articles for Denmark after filtering
2025-11-16 13:24:34,125 - INFO - fetching guardian page 1 for Denmark (2013-07-01 to 2013-09-30)
2025-11-16 13:24:34,670 - INFO - fetched 2 relevant articles for Denmark after filtering
2025-11-16 13:24:35,777 - INFO - fetching guardian page 1 for Denmark (2013-10-01 to 2013-12-31)
2025-11-16 13:24:36,380 - INFO - fetched 2 relevant articles for Denmark after filtering
2025-11-16 13:24:37,484 - INFO - ✓ completed Denmark 2013 (110 articles)
2025-11-16 13:24:37,484 - INFO - using guardian api for Denmark 2014
2025-11-16 13:24:37,485 - INFO - using guardian api key: 93c1ada7...
2025-11-16 13:24:37,485 - INFO - fetching guardian page 1 for Denmark (2014-01-01 to 2014-03-31)
2025-11-16 13:24:38,100 - INFO - fetched 1 relevant articles for Denmark after filtering
2025-11-16 13:24:39,204 - INFO - fetching guardian page 1 for Denmark (2014-04-01 to 2014-06-30)
2025-11-16 13:24:39,868 - INFO - fetched 1 relevant articles for Denmark after filtering
2025-11-16 13:24:40,976 - INFO - fetching guardian page 1 for Denmark (2014-07-01 to 2014-09-30)
2025-11-16 13:24:41,527 - INFO - fetched 2 relevant articles for Denmark after filtering
2025-11-16 13:24:42,632 - INFO - fetching guardian page 1 for Denmark (2014-10-01 to 2014-12-31)
2025-11-16 13:24:43,335 - INFO - fetched 4 relevant articles for Denmark after filtering
2025-11-16 13:24:44,442 - INFO - ✓ completed Denmark 2014 (128 articles)
2025-11-16 13:24:44,442 - INFO - using guardian api for Denmark 2015
2025-11-16 13:24:44,443 - INFO - using guardian api key: 93c1ada7...
2025-11-16 13:24:44,443 - INFO - fetching guardian page 1 for Denmark (2015-01-01 to 2015-03-31)
2025-11-16 13:24:44,930 - INFO - fetched 2 relevant articles for Denmark after filtering
2025-11-16 13:24:46,038 - INFO - fetching guardian page 1 for Denmark (2015-04-01 to 2015-06-30)
2025-11-16 13:24:46,696 - INFO - fetched 1 relevant articles for Denmark after filtering
2025-11-16 13:24:47,804 - INFO - fetching guardian page 1 for Denmark (2015-07-01 to 2015-09-30)
2025-11-16 13:24:48,311 - INFO - fetched 1 relevant articles for Denmark after filtering
2025-11-16 13:24:49,414 - INFO - fetching guardian page 1 for Denmark (2015-10-01 to 2015-12-31)
2025-11-16 13:24:50,010 - INFO - fetched 2 relevant articles for Denmark after filtering
2025-11-16 13:24:51,116 - INFO - ✓ completed Denmark 2015 (202 articles)
2025-11-16 13:24:51,116 - INFO - using guardian api for Denmark 2016
2025-11-16 13:24:51,117 - INFO - using guardian api key: 93c1ada7...
2025-11-16 13:24:51,117 - INFO - fetching guardian page 1 for Denmark (2016-01-01 to 2016-03-31)
2025-11-16 13:24:51,728 - INFO - fetched 4 relevant articles for Denmark after filtering
2025-11-16 13:24:52,836 - INFO - fetching guardian page 1 for Denmark (2016-04-01 to 2016-06-30)
2025-11-16 13:24:53,502 - INFO - fetched 2 relevant articles for Denmark after filtering
2025-11-16 13:24:54,609 - INFO - fetching guardian page 1 for Denmark (2016-07-01 to 2016-09-30)
2025-11-16 13:24:55,392 - INFO - fetched 3 relevant articles for Denmark after filtering
2025-11-16 13:24:56,500 - INFO - fetching guardian page 1 for Denmark (2016-10-01 to 2016-12-31)
2025-11-16 13:24:57,072 - INFO - fetched 0 relevant articles for Denmark after filtering
2025-11-16 13:24:58,184 - INFO - ✓ completed Denmark 2016 (184 articles)
2025-11-16 13:24:58,184 - INFO - using guardian api for Germany 2010
2025-11-16 13:24:58,185 - INFO - using guardian api key: 93c1ada7...
2025-11-16 13:24:58,185 - INFO - fetching guardian page 1 for Germany (2010-01-01 to 2010-03-31)
2025-11-16 13:24:58,748 - INFO - fetched 12 relevant articles for Germany after filtering
2025-11-16 13:24:59,855 - INFO - fetching guardian page 1 for Germany (2010-04-01 to 2010-06-30)
2025-11-16 13:25:01,500 - INFO - fetching guardian page 2 for Germany (2010-04-01 to 2010-06-30)
2025-11-16 13:25:02,209 - INFO - fetched 9 relevant articles for Germany after filtering
2025-11-16 13:25:03,316 - INFO - fetching guardian page 1 for Germany (2010-07-01 to 2010-09-30)
2025-11-16 13:25:05,057 - INFO - fetching guardian page 2 for Germany (2010-07-01 to 2010-09-30)
2025-11-16 13:25:05,633 - INFO - fetched 5 relevant articles for Germany after filtering
2025-11-16 13:25:06,741 - INFO - fetching guardian page 1 for Germany (2010-10-01 to 2010-12-31)
2025-11-16 13:25:08,557 - INFO - fetching guardian page 2 for Germany (2010-10-01 to 2010-12-31)
2025-11-16 13:25:09,217 - INFO - fetched 9 relevant articles for Germany after filtering
2025-11-16 13:25:10,326 - INFO - ✓ completed Germany 2010 (121 articles)
2025-11-16 13:25:10,326 - INFO - using guardian api for Germany 2011
2025-11-16 13:25:10,326 - INFO - using guardian api key: 93c1ada7...
2025-11-16 13:25:10,326 - INFO - fetching guardian page 1 for Germany (2011-01-01 to 2011-03-31)
2025-11-16 13:25:10,915 - INFO - fetched 4 relevant articles for Germany after filtering
2025-11-16 13:25:12,022 - INFO - fetching guardian page 1 for Germany (2011-04-01 to 2011-06-30)
2025-11-16 13:25:13,672 - INFO - fetching guardian page 2 for Germany (2011-04-01 to 2011-06-30)
2025-11-16 13:25:14,268 - INFO - fetched 5 relevant articles for Germany after filtering
2025-11-16 13:25:15,370 - INFO - fetching guardian page 1 for Germany (2011-07-01 to 2011-09-30)
2025-11-16 13:25:16,991 - INFO - fetching guardian page 2 for Germany (2011-07-01 to 2011-09-30)
2025-11-16 13:25:17,559 - INFO - fetched 6 relevant articles for Germany after filtering
2025-11-16 13:25:18,662 - INFO - fetching guardian page 1 for Germany (2011-10-01 to 2011-12-31)
2025-11-16 13:25:20,357 - INFO - fetching guardian page 2 for Germany (2011-10-01 to 2011-12-31)
2025-11-16 13:25:20,923 - INFO - fetched 7 relevant articles for Germany after filtering
2025-11-16 13:25:22,029 - INFO - ✓ completed Germany 2011 (87 articles)
2025-11-16 13:25:22,029 - INFO - using guardian api for Germany 2012
2025-11-16 13:25:22,029 - INFO - using guardian api key: 93c1ada7...
2025-11-16 13:25:22,029 - INFO - fetching guardian page 1 for Germany (2012-01-01 to 2012-03-31)
2025-11-16 13:25:23,646 - INFO - fetching guardian page 2 for Germany (2012-01-01 to 2012-03-31)
2025-11-16 13:25:24,227 - INFO - fetched 13 relevant articles for Germany after filtering
2025-11-16 13:25:25,334 - INFO - fetching guardian page 1 for Germany (2012-04-01 to 2012-06-30)
2025-11-16 13:25:26,981 - INFO - fetching guardian page 2 for Germany (2012-04-01 to 2012-06-30)
2025-11-16 13:25:27,541 - INFO - fetched 11 relevant articles for Germany after filtering
2025-11-16 13:25:28,648 - INFO - fetching guardian page 1 for Germany (2012-07-01 to 2012-09-30)
2025-11-16 13:25:30,352 - INFO - fetching guardian page 2 for Germany (2012-07-01 to 2012-09-30)
2025-11-16 13:25:30,885 - INFO - fetched 10 relevant articles for Germany after filtering
2025-11-16 13:25:31,989 - INFO - fetching guardian page 1 for Germany (2012-10-01 to 2012-12-31)
2025-11-16 13:25:33,624 - INFO - fetching guardian page 2 for Germany (2012-10-01 to 2012-12-31)
2025-11-16 13:25:34,304 - INFO - fetched 2 relevant articles for Germany after filtering
